user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
nhnw_bin.271.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Limiplasma;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Limiplasma;s__	ANI	classification based on placement in class-level tree	GCA_017473345.1, s__Limiplasma sp017473345, 95.0, 77.8, 0.151; GCA_018710985.1, s__Limiplasma pullicola, 95.0, 77.8, 0.148; GCA_022769795.1, s__Limiplasma sp022769795, 95.0, 77.75, 0.118; GCA_017547285.1, s__Limiplasma sp017547285, 95.0, 77.7, 0.183; GCA_944349545.1, s__Limiplasma sp944349545, 95.0, 77.69, 0.123; GCA_017517815.1, s__Limiplasma sp017517815, 95.0, 77.69, 0.183; GCA_944333375.1, s__Limiplasma sp944333375, 95.0, 77.61, 0.121; GCA_900540045.1, s__Limiplasma merdipullorum, 95.0, 77.57, 0.144; GCA_023404345.1, s__Limiplasma sp023404345, 95.0, 77.56, 0.138; GCA_017938645.1, s__Limiplasma sp017938645, 95.0, 77.54, 0.161; GCA_015056365.1, s__Limiplasma sp015056365, 95.0, 77.53, 0.113; GCA_934621505.1, s__Limiplasma sp934621505, 95.0, 77.5, 0.128; GCA_017516765.1, s__Limiplasma sp017516765, 95.0, 77.46, 0.108; GCA_900550955.1, s__Limiplasma sp900550955, 95.0, 77.45, 0.132; GCA_016297535.1, s__Limiplasma sp016297535, 95.0, 77.44, 0.163; GCA_015056245.1, s__Limiplasma sp015056245, 95.0, 77.44, 0.118; GCA_017937655.1, s__Limiplasma sp017937655, 95.0, 77.42, 0.097; GCA_001604115.1, s__Limiplasma sp001604115, 95.0, 77.39, 0.074; GCA_900553905.1, s__Limiplasma pullistercoris, 95.0, 77.38, 0.096; GCA_900548145.1, s__Limiplasma sp900548145, 95.0, 77.34, 0.113; GCA_017501255.1, s__Limiplasma sp017501255, 95.0, 77.34, 0.113; GCA_934643535.1, s__Limiplasma sp934643535, 95.0, 77.29, 0.083; GCA_004556545.1, s__Limiplasma sp004556545, 95.0, 77.29, 0.111; GCA_934621485.1, s__Limiplasma sp934621485, 95.0, 77.26, 0.115; GCA_018715175.1, s__Limiplasma stercoravium, 95.0, 77.19, 0.1; GCA_016930575.1, s__Limiplasma sp016930575, 95.0, 77.1, 0.031; GCA_023411375.1, s__Limiplasma sp023411375, 95.0, 76.99, 0.107; GCA_015056315.1, s__Limiplasma sp015056315, 95.0, 76.98, 0.103; GCA_015056145.1, s__Limiplasma sp015056145, 95.0, 76.85, 0.104; GCA_012729115.1, s__Limiplasma sp012729115, 95.0, 76.83, 0.054; GCA_023395615.1, s__Limiplasma sp023395615, 95.0, 76.77, 0.054; GCA_012517815.1, s__Limiplasma sp012517815, 95.0, 76.7, 0.073; GCA_021371895.1, s__Limiplasma sp021371895, 95.0, 76.7, 0.056; GCA_001604105.1, s__Limiplasma sp001604105, 95.0, 76.65, 0.068; GCA_017881705.1, s__Limiplasma sp017881705, 95.0, 76.55, 0.058; GCA_023459675.1, s__Limiplasma sp023459675, 95.0, 76.5, 0.049; GCA_012523405.1, s__Limiplasma sp012523405, 95.0, 76.03, 0.079; GCA_009783365.1, s__Limiplasma sp009783365, 95.0, 75.72, 0.031	80.08	11	0.9461	N/A
nhnw_bin.272.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__	N/A	N/A	N/A	N/A	N/A	GCA_900556245.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma sp900556245	76.68	0.064	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_900541935.1, s__Limisoma sp900541935, 95.0, 77.64, 0.055; GCA_900544305.1, s__Limisoma sp900544305, 95.0, 77.48, 0.081; GCA_022009815.1, s__Limisoma sp000437795, 95.0, 77.32, 0.148; GCA_944321875.1, s__Limisoma sp944321875, 95.0, 77.24, 0.195; GCA_004561555.1, s__Limisoma sp004561555, 95.0, 77.2, 0.1; GCA_004555955.1, s__Limisoma sp004555955, 95.0, 76.96, 0.112; GCA_020026215.1, s__Limisoma sp020026215, 95.0, 76.89, 0.043; GCA_900548875.1, s__Limisoma sp900548875, 95.0, 76.68, 0.083; GCA_017694955.1, s__Limisoma faecipullorum, 95.0, 76.62, 0.047; GCA_944321725.1, s__Limisoma sp944321725, 95.0, 76.56, 0.047; GCA_900541555.1, s__Limisoma intestinavium, 95.0, 76.13, 0.053; GCA_900550025.1, s__Limisoma gallistercoris, 95.0, 76.11, 0.055	63.89	11	0.95822	N/A
nhnw_bin.273.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__Flemingibacterium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__Flemingibacterium;s__	ANI	classification based on placement in class-level tree	GCA_934503195.1, s__Flemingibacterium sp934503195, 95.0, 77.69, 0.264; GCA_902766575.1, s__Flemingibacterium sp902766575, 95.0, 77.68, 0.281; GCA_904386005.1, s__Flemingibacterium merdigallinarum, 95.0, 77.63, 0.26; GCA_017472255.1, s__Flemingibacterium sp017472255, 95.0, 77.54, 0.133; GCA_017482055.1, s__Flemingibacterium sp017482055, 95.0, 77.53, 0.106; GCA_934477985.1, s__Flemingibacterium sp934477985, 95.0, 77.42, 0.189; GCA_900546315.1, s__Flemingibacterium sp900546315, 95.0, 77.3, 0.188; GCA_017466685.1, s__Flemingibacterium sp017466685, 95.0, 77.26, 0.113; GCA_904501985.1, s__Flemingibacterium sp904501985, 95.0, 77.13, 0.107; GCA_022791685.1, s__Flemingibacterium sp022791685, 95.0, 76.96, 0.138; GCA_015064195.1, s__Flemingibacterium sp015064195, 95.0, 76.88, 0.099; GCA_017407885.1, s__Flemingibacterium sp017407885, 95.0, 75.95, 0.151	97.87	11	0.94483	N/A
nhnw_bin.274.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA738;s__	N/A	N/A	N/A	N/A	N/A	GCA_002315975.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA738;s__UBA738 sp002315975	79.94	0.317	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA738;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_018065965.1, s__UBA738 sp018065965, 95.0, 79.78, 0.249; GCA_004557735.1, s__UBA738 sp004557735, 95.0, 78.03, 0.062; GCA_017540645.1, s__UBA738 sp017540645, 95.0, 77.6, 0.069; GCA_003522945.1, s__UBA738 sp003522945, 95.0, 77.58, 0.029; GCA_017411265.1, s__UBA738 sp017411265, 95.0, 77.42, 0.058; GCA_900763675.1, s__UBA738 sp900763675, 95.0, 77.38, 0.036; GCA_017455685.1, s__UBA738 sp017455685, 95.0, 77.2, 0.036; GCA_015068055.1, s__UBA738 sp015068055, 95.0, 77.11, 0.069; GCA_017541825.1, s__UBA738 sp017541825, 95.0, 77.07, 0.062; GCA_944385885.1, s__UBA738 sp944385885, 95.0, 77.04, 0.054; GCA_002404605.1, s__UBA738 sp002404605, 95.0, 77.02, 0.048; GCA_934511165.1, s__UBA738 sp934511165, 95.0, 76.95, 0.05; GCA_902768805.1, s__UBA738 sp902768805, 95.0, 76.77, 0.054; GCA_934533005.1, s__UBA738 sp934533005, 95.0, 76.07, 0.034	71.44	11	0.9865	N/A
nhnw_bin.275.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	84.87	11	0.83579	N/A
nhnw_bin.276.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	78.51	11	0.8581	N/A
nhnw_bin.277.fa	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__UMGS1498;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__UMGS1498;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	75.25	11	0.94622	N/A
nhnw_bin.278.fa	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__UBA1067;g__RUG572;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__UBA1067;g__RUG572;s__	ANI	classification based on placement in class-level tree	GCA_934667295.1, s__RUG572 sp934667295, 95.0, 79.9, 0.416; GCA_900547945.1, s__RUG572 sp900547945, 95.0, 79.5, 0.441; GCA_934643865.1, s__RUG572 sp934643865, 95.0, 79.39, 0.418; GCA_900771305.1, s__RUG572 sp900771305, 95.0, 79.36, 0.396; GCA_016302985.1, s__RUG572 sp016302985, 95.0, 78.74, 0.357; GCA_017427485.1, s__RUG572 sp017427485, 95.0, 78.18, 0.272; GCA_902802945.1, s__RUG572 sp902802945, 95.0, 78.17, 0.227; GCA_902803135.1, s__RUG572 sp902803135, 95.0, 78.14, 0.307; GCA_017430155.1, s__RUG572 sp017430155, 95.0, 78.08, 0.189; GCA_900320225.1, s__RUG572 sp900320225, 95.0, 77.82, 0.292; GCA_902763655.1, s__RUG572 sp902763655, 95.0, 77.79, 0.249; GCA_024405255.1, s__RUG572 sp024405255, 95.0, 77.77, 0.274; GCA_017563185.1, s__RUG572 sp017563185, 95.0, 77.76, 0.264; GCA_902779075.1, s__RUG572 sp902779075, 95.0, 77.74, 0.237; GCA_902761035.1, s__RUG572 sp902761035, 95.0, 77.74, 0.231; GCA_017459225.1, s__RUG572 sp017459225, 95.0, 77.69, 0.202; GCA_902769585.1, s__RUG572 sp902769585, 95.0, 77.6, 0.252; GCA_902779865.1, s__RUG572 sp902779865, 95.0, 77.55, 0.229; GCA_017411125.1, s__RUG572 sp017411125, 95.0, 77.39, 0.146; GCA_002373695.1, s__RUG572 sp002373695, 95.0, 77.37, 0.174	61.55	11	0.95939	N/A
nhnw_bin.279.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Intestinibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Intestinibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_018917435.1, s__Intestinibacter bartlettii_A, 95.0, 86.24, 0.687; GCA_025148965.1, s__Intestinibacter bartlettii, 95.0, 85.18, 0.687; GCF_015667935.1, s__Intestinibacter sp900540355, 95.0, 84.69, 0.592; GCA_022780145.1, s__Intestinibacter sp022780145, 95.0, 82.67, 0.57	57.78	11	0.98729	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
nhnw_bin.28.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RGIG5636;s__	N/A	N/A	N/A	N/A	N/A	GCA_017513125.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RGIG5636;s__RGIG5636 sp017513125	81.22	0.575	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RGIG5636;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	96.19	11	0.98248	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
nhnw_bin.280.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__RGIG5705;s__	N/A	N/A	N/A	N/A	N/A	GCA_017515345.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__RGIG5705;s__RGIG5705 sp017515345	77.94	0.041	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__RGIG5705;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	80.58	11	0.91782	N/A
nhnw_bin.281.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__GCA-900066905;g__Luoshenia;s__Luoshenia tenuis	GCF_014384745.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__GCA-900066905;g__Luoshenia;s__Luoshenia tenuis	95.8	0.95	GCF_014384745.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__GCA-900066905;g__Luoshenia;s__Luoshenia tenuis	95.8	0.95	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	89.77	11	N/A	N/A
nhnw_bin.282.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TWA4;s__	N/A	N/A	N/A	N/A	N/A	GCA_000875945.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TWA4;s__TWA4 sp000875945	81.7	0.557	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TWA4;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_022781515.1, s__TWA4 sp022781515, 95.0, 77.39, 0.073; GCA_022774705.1, s__TWA4 sp022774705, 95.0, 77.15, 0.069	77.18	11	0.97193	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
nhnw_bin.283.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA6857;s__	N/A	N/A	N/A	N/A	N/A	GCA_017474045.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA6857;s__UBA6857 sp017474045	77.89	0.219	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA6857;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_023667385.1, s__UBA6857 sp023667385, 95.0, 78.37, 0.251; GCA_016290665.1, s__UBA6857 sp016290665, 95.0, 78.22, 0.03; GCA_017425745.1, s__UBA6857 sp017425745, 95.0, 78.0, 0.166; GCA_023665555.1, s__UBA6857 sp023665555, 95.0, 77.91, 0.27; GCA_934552855.1, s__UBA6857 sp934552855, 95.0, 77.83, 0.217; GCA_002451715.1, s__UBA6857 sp002451715, 95.0, 77.8, 0.211; GCA_017473435.1, s__UBA6857 sp017473435, 95.0, 77.63, 0.13; GCA_017452785.1, s__UBA6857 sp017452785, 95.0, 77.55, 0.134; GCA_015066045.1, s__UBA6857 sp015066045, 95.0, 77.54, 0.093; GCA_017397845.1, s__UBA6857 sp017397845, 95.0, 77.53, 0.104; GCA_017522205.1, s__UBA6857 sp017522205, 95.0, 77.46, 0.164; GCA_017517865.1, s__UBA6857 sp017517865, 95.0, 77.45, 0.141; GCA_902774035.1, s__UBA6857 sp902774035, 95.0, 77.4, 0.036; GCA_902786285.1, s__UBA6857 sp902786285, 95.0, 77.4, 0.048; GCA_934561055.1, s__UBA6857 sp934561055, 95.0, 77.39, 0.229; GCA_900555805.1, s__UBA6857 sp900555805, 95.0, 77.36, 0.07; GCA_934511365.1, s__UBA6857 sp934511365, 95.0, 77.31, 0.164; GCA_015066015.1, s__UBA6857 sp015066015, 95.0, 77.29, 0.123; GCA_934525065.1, s__UBA6857 sp934525065, 95.0, 77.22, 0.145; GCA_017436375.1, s__UBA6857 sp017436375, 95.0, 77.22, 0.082; GCA_017434855.1, s__UBA6857 sp017434855, 95.0, 77.19, 0.044; GCA_902792985.1, s__UBA6857 sp902792985, 95.0, 77.17, 0.051; GCA_017472225.1, s__UBA6857 sp017472225, 95.0, 77.15, 0.134; GCA_017555765.1, s__UBA6857 sp017555765, 95.0, 77.14, 0.12; GCA_016292575.1, s__UBA6857 sp016292575, 95.0, 77.13, 0.131; GCA_900767015.1, s__UBA6857 sp900767015, 95.0, 77.11, 0.172; GCA_900768075.1, s__UBA6857 sp900768075, 95.0, 77.1, 0.121; GCA_015066105.1, s__UBA6857 sp015066105, 95.0, 77.1, 0.152; GCA_017631745.1, s__UBA6857 sp017631745, 95.0, 76.97, 0.134; GCA_017396515.1, s__UBA6857 sp017396515, 95.0, 76.94, 0.111; GCA_017435665.1, s__UBA6857 sp017435665, 95.0, 76.94, 0.102; GCA_934541115.1, s__UBA6857 sp934541115, 95.0, 76.81, 0.139; GCA_024404055.1, s__UBA6857 sp024404055, 95.0, 76.79, 0.051; GCA_016293225.1, s__UBA6857 sp016293225, 95.0, 76.75, 0.159; GCA_016292455.1, s__UBA6857 sp016292455, 95.0, 76.72, 0.176; GCA_002438505.1, s__UBA6857 sp002438505, 95.0, 76.69, 0.144; GCA_017516315.1, s__UBA6857 sp017516315, 95.0, 76.66, 0.087; GCA_016292705.1, s__UBA6857 sp016292705, 95.0, 76.63, 0.185; GCA_022779945.1, s__UBA6857 sp022779945, 95.0, 76.61, 0.154; GCA_017544665.1, s__UBA6857 sp017544665, 95.0, 76.54, 0.038; GCA_902761265.1, s__UBA6857 sp902761265, 95.0, 76.44, 0.052; GCA_017454485.1, s__UBA6857 sp017454485, 95.0, 76.09, 0.052; GCA_902772935.1, s__UBA6857 sp902772935, 95.0, 75.89, 0.054	89.16	11	0.94922	N/A
nhnw_bin.284.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__	ANI	classification based on placement in class-level tree	GCA_022773945.1, s__Lentihominibacter sp022773945, 95.0, 78.04, 0.145; GCA_024403185.1, s__Lentihominibacter sp024403185, 95.0, 77.92, 0.21; GCA_017438285.1, s__Lentihominibacter sp017438285, 95.0, 77.87, 0.135; GCA_022775805.1, s__Lentihominibacter sp022775805, 95.0, 77.85, 0.195; GCA_018065295.1, s__Lentihominibacter sp018065295, 95.0, 77.79, 0.048; GCA_024403155.1, s__Lentihominibacter sp024403155, 95.0, 77.78, 0.203; GCA_017416795.1, s__Lentihominibacter sp017416795, 95.0, 77.78, 0.101; GCA_017457585.1, s__Lentihominibacter sp017457585, 95.0, 77.73, 0.037; GCA_017431785.1, s__Lentihominibacter sp017431785, 95.0, 77.62, 0.152; GCA_902763505.1, s__Lentihominibacter sp902763505, 95.0, 77.62, 0.163; GCA_017404365.1, s__Lentihominibacter sp017404365, 95.0, 77.47, 0.126; GCA_015058145.1, s__Lentihominibacter sp015058145, 95.0, 77.3, 0.105; GCA_902362435.1, s__Lentihominibacter sp900066305, 95.0, 77.29, 0.048; GCA_934281605.1, s__Lentihominibacter sp934281605, 95.0, 77.24, 0.042; GCA_015058205.1, s__Lentihominibacter sp015058205, 95.0, 77.17, 0.132; GCA_902787725.1, s__Lentihominibacter sp902787725, 95.0, 77.11, 0.14; GCA_902786815.1, s__Lentihominibacter sp902786815, 95.0, 77.01, 0.116; GCA_902795135.1, s__Lentihominibacter sp902795135, 95.0, 76.98, 0.105; GCA_017459895.1, s__Lentihominibacter sp017459895, 95.0, 76.94, 0.055; GCA_021769545.1, s__Lentihominibacter sp021769545, 95.0, 76.9, 0.041; GCA_024689085.1, s__Lentihominibacter sp024689085, 95.0, 76.87, 0.103; GCA_002310095.1, s__Lentihominibacter sp002310095, 95.0, 76.87, 0.127; GCA_934247125.1, s__Lentihominibacter sp934247125, 95.0, 76.77, 0.054; GCA_017433375.1, s__Lentihominibacter sp017433375, 95.0, 76.64, 0.037; GCA_022763735.1, s__Lentihominibacter sp022763735, 95.0, 76.62, 0.068; GCF_014385065.1, s__Lentihominibacter hominis, 95.0, 76.61, 0.037; GCA_902797195.1, s__Lentihominibacter sp902797195, 95.0, 76.54, 0.028; GCA_934277495.1, s__Lentihominibacter sp934277495, 95.0, 76.52, 0.046; GCA_017432345.1, s__Lentihominibacter sp017432345, 95.0, 76.5, 0.086; GCA_934255435.1, s__Lentihominibacter sp934255435, 95.0, 76.37, 0.046; GCF_014306095.1, s__Lentihominibacter faecis, 95.0, 76.37, 0.042; GCA_905193765.1, s__Lentihominibacter sp905193765, 95.0, 76.31, 0.062; GCA_902772685.1, s__Lentihominibacter sp902772685, 95.0, 76.3, 0.084; GCA_012513435.1, s__Lentihominibacter sp012513435, 95.0, 76.3, 0.066; GCA_022780965.1, s__Lentihominibacter sp022780965, 95.0, 76.29, 0.077; GCA_900542385.1, s__Lentihominibacter excrementavium, 95.0, 76.14, 0.036; GCA_017431395.1, s__Lentihominibacter sp017431395, 95.0, 76.1, 0.037; GCA_902797095.1, s__Lentihominibacter sp902797095, 95.0, 76.03, 0.041; GCA_910585135.1, s__Lentihominibacter sp910585135, 95.0, 75.86, 0.051; GCA_902766185.1, s__Lentihominibacter sp902766185, 95.0, 75.83, 0.031; GCA_018714925.1, s__Lentihominibacter excrementigallinarum, 95.0, 75.65, 0.042; GCA_900543485.1, s__Lentihominibacter excrementipullorum, 95.0, 75.4, 0.035; GCA_902796875.1, s__Lentihominibacter sp902796875, 95.0, 75.07, 0.015	83.75	11	0.95366	N/A
nhnw_bin.286.fa	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Sutterella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Sutterella;s__	ANI	classification based on placement in class-level tree	GCA_905194315.1, s__Sutterella sp905194315, 95.0, 79.05, 0.142; GCA_905186105.1, s__Sutterella sp905186105, 95.0, 79.0, 0.272; GCA_900754475.1, s__Sutterella sp900754475, 95.0, 78.84, 0.18; GCF_000297775.1, s__Sutterella wadsworthensis_A, 95.0, 78.8, 0.218; GCA_900762445.1, s__Sutterella sp900762445, 95.0, 78.75, 0.165; GCA_900764215.1, s__Sutterella sp900764215, 95.0, 78.61, 0.203; GCF_003609995.1, s__Sutterella megalosphaeroides, 95.0, 78.56, 0.195; GCA_900543805.1, s__Sutterella merdavium, 95.0, 78.53, 0.184; GCA_020025915.1, s__Sutterella sp020025915, 95.0, 78.52, 0.207; GCA_905197905.1, s__Sutterella sp905197905, 95.0, 78.37, 0.188; GCA_020025965.1, s__Sutterella sp020025965, 95.0, 78.27, 0.199; GCF_006337085.1, s__Sutterella faecalis, 95.0, 78.12, 0.142; GCF_009183815.1, s__Sutterella seckii_A, 95.0, 78.11, 0.146; GCA_017936545.1, s__Sutterella sp017936545, 95.0, 78.08, 0.195; GCA_020025955.1, s__Sutterella sp020025955, 95.0, 78.05, 0.18; GCA_900545275.1, s__Sutterella sp900545275, 95.0, 78.0, 0.192; GCA_934249275.1, s__Sutterella sp934249275, 95.0, 77.95, 0.188; GCF_016899755.1, s__Sutterella massiliensis, 95.0, 77.93, 0.184; GCA_905206365.1, s__Sutterella sp905206365, 95.0, 77.86, 0.195; GCF_000250875.1, s__Sutterella parvirubra, 95.0, 77.86, 0.157; GCA_905198475.1, s__Sutterella sp905198475, 95.0, 77.8, 0.138; GCA_905215795.1, s__Sutterella sp905215795, 95.0, 77.8, 0.13; GCA_900757865.1, s__Sutterella sp900757865, 95.0, 77.72, 0.13; GCA_905192805.1, s__Sutterella sp905192805, 95.0, 77.67, 0.149; GCA_934255515.1, s__Sutterella sp934255515, 95.0, 77.57, 0.111; GCF_003315195.1, s__Sutterella wadsworthensis, 95.0, 77.44, 0.13; GCA_905213905.1, s__Sutterella sp905213905, 95.0, 77.28, 0.157; GCA_900770335.1, s__Sutterella sp900770335, 95.0, 77.2, 0.103; GCA_944392755.1, s__Sutterella sp944392755, 95.0, 76.98, 0.115; GCA_905202595.1, s__Sutterella sp905202595, 95.0, 76.94, 0.123	73.17	11	0.97055	N/A
