genome,completeness,contamination,location,length,N50
EHA05415_bin.241.fa.gz,96.86,0.2,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.241.fa.gz,2111495,110684
EHA05415_bin.217.fa.gz,85.13,0.06,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.217.fa.gz,1628725,61583
EHA05415_bin.216.fa.gz,95.99,5.86,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.216.fa.gz,1255546,65984
EHA05415_bin.299.fa.gz,86.7,3.77,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.299.fa.gz,1510507,20377
EHA05415_bin.47.fa.gz,71.68,2.41,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.47.fa.gz,1546826,3006
EHA05415_bin.337.fa.gz,99.63,0.03,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.337.fa.gz,1191577,55559
EHA05415_bin.271.fa.gz,69.97,0.09,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.271.fa.gz,2286909,43074
EHA05415_bin.7.fa.gz,96.47,0.88,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.7.fa.gz,1333619,2517
EHA05415_bin.197.fa.gz,55.56,3.72,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.197.fa.gz,989030,24009
EHA05415_bin.39.fa.gz,51.25,3.15,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.39.fa.gz,1656033,6076
EHA05415_bin.313.fa.gz,74.11,1.11,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.313.fa.gz,1908932,49500
EHA05415_bin.441.fa.gz,64.77,2.14,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.441.fa.gz,741786,8262
EHA05415_bin.64.fa.gz,67.88,4.37,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.64.fa.gz,1854780,102217
EHA05415_bin.228.fa.gz,81.89,1.31,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.228.fa.gz,1612161,6075
EHA05415_bin.270.fa.gz,88.79,1.69,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.270.fa.gz,1559300,21613
EHA05415_bin.387.fa.gz,52.05,0.41,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.387.fa.gz,1365408,8020
EHA05415_bin.95.fa.gz,93.45,0.68,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.95.fa.gz,2205512,36506
EHA05415_bin.204.fa.gz,75.47,2.95,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.204.fa.gz,1127353,25312
EHA05415_bin.395.fa.gz,59.85,2.95,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.395.fa.gz,2553802,33051
EHA05415_bin.235.fa.gz,86.39,1.59,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.235.fa.gz,2226219,94375
EHA05415_bin.272.fa.gz,88.15,0.62,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.272.fa.gz,1557901,37893
EHA05415_bin.283.fa.gz,85.96,0.01,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.283.fa.gz,1477525,12767
EHA05415_bin.85.fa.gz,74.96,1.32,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.85.fa.gz,2970869,8053
EHA05415_bin.247.fa.gz,92.49,0.02,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.247.fa.gz,1876017,16393
EHA05415_bin.133.fa.gz,65.52,0.06,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.133.fa.gz,1656412,18093
EHA05415_bin.428.fa.gz,58.45,0.72,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.428.fa.gz,1605813,25601
EHA05415_bin.154.fa.gz,97.35,0.07,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.154.fa.gz,1433388,33439
EHA05415_bin.230.fa.gz,91.24,2.24,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.230.fa.gz,1580523,41973
EHA05415_bin.480.fa.gz,62.66,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.480.fa.gz,1062673,7061
EHA05415_bin.220.fa.gz,72.89,1.09,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.220.fa.gz,2108808,41084
EHA05415_bin.405.fa.gz,72.99,4.33,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.405.fa.gz,911517,13620
EHA05415_bin.13.fa.gz,95.56,1.24,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.13.fa.gz,2070487,10232
EHA05415_bin.438.fa.gz,61.07,8.79,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.438.fa.gz,2930745,45329
EHA05415_bin.210.fa.gz,59.73,0.04,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.210.fa.gz,711716,16533
EHA05415_bin.46.fa.gz,89.05,0.79,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.46.fa.gz,1772930,3450
EHA05415_bin.102.fa.gz,84.98,1.92,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.102.fa.gz,1910355,18913
EHA05415_bin.111.fa.gz,97.4,0.04,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.111.fa.gz,1990112,106418
EHA05415_bin.8.fa.gz,59.28,2.74,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.8.fa.gz,1662451,2602
EHA05415_bin.415.fa.gz,93.18,0.02,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.415.fa.gz,1730811,11073
EHA05415_bin.319.fa.gz,91.47,0.03,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.319.fa.gz,2036607,40369
EHA05415_bin.442.fa.gz,65.6,0.73,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.442.fa.gz,2495438,31512
EHA05415_bin.303.fa.gz,84.27,0.52,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.303.fa.gz,2248493,4519
EHA05415_bin.144.fa.gz,82.19,4.51,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.144.fa.gz,1330841,54069
EHA05415_bin.52.fa.gz,52.53,1.11,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.52.fa.gz,1546565,2428
EHA05415_bin.473.fa.gz,52.29,6.68,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.473.fa.gz,1397106,5761
EHA05415_bin.406.fa.gz,70.28,6.54,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.406.fa.gz,1382983,30803
EHA05415_bin.162.fa.gz,92.45,0.04,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.162.fa.gz,2469648,157997
EHA05415_bin.2.fa.gz,81.7,0.06,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.2.fa.gz,2067435,4130
EHA05415_bin.279.fa.gz,75.61,1.54,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.279.fa.gz,1798924,23478
EHA05415_bin.120.fa.gz,79.89,0.5,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.120.fa.gz,1400997,30157
EHA05415_bin.109.fa.gz,68.75,0.42,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.109.fa.gz,1683743,18284
EHA05415_bin.209.fa.gz,93.5,1.21,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.209.fa.gz,1116274,119886
EHA05415_bin.358.fa.gz,99.47,0.56,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.358.fa.gz,4059289,50025
EHA05415_bin.350.fa.gz,80.03,0.86,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.350.fa.gz,1349947,4378
EHA05415_bin.398.fa.gz,90.31,2.73,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.398.fa.gz,991501,2844
EHA05415_bin.346.fa.gz,81.84,0.01,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.346.fa.gz,2927158,173675
EHA05415_bin.91.fa.gz,82.79,2.19,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.91.fa.gz,1980492,21018
EHA05415_bin.129.fa.gz,74.77,0.62,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.129.fa.gz,1430495,14179
EHA05415_bin.367.fa.gz,64.93,4.16,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.367.fa.gz,1072569,6050
EHA05415_bin.458.fa.gz,94.09,4.33,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.458.fa.gz,1442995,2682
EHA05415_bin.49.fa.gz,97.15,8.57,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.49.fa.gz,3920668,32114
EHA05415_bin.348.fa.gz,96.42,0.04,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.348.fa.gz,1752200,21486
EHA05415_bin.317.fa.gz,96.32,0.96,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.317.fa.gz,1405418,26231
EHA05415_bin.452.fa.gz,72.73,3.89,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.452.fa.gz,1698027,76662
EHA05415_bin.18.fa.gz,90.99,0.25,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.18.fa.gz,1160037,7789
EHA05415_bin.381.fa.gz,51.77,0.33,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.381.fa.gz,1221509,31887
EHA05415_bin.187.fa.gz,95.27,0.19,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.187.fa.gz,1115725,15201
EHA05415_bin.417.fa.gz,89.39,4.84,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.417.fa.gz,1631597,20165
EHA05415_bin.378.fa.gz,58.66,1.99,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.378.fa.gz,1448885,5412
EHA05415_bin.306.fa.gz,91.46,0.12,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.306.fa.gz,2162817,42919
EHA05415_bin.108.fa.gz,75.67,1.07,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.108.fa.gz,1969883,35698
EHA05415_bin.148.fa.gz,72.75,1.96,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.148.fa.gz,1574815,140504
EHA05415_bin.302.fa.gz,78.84,0.14,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.302.fa.gz,1554044,26384
EHA05415_bin.77.fa.gz,98.18,0.4,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.77.fa.gz,1695199,8225
EHA05415_bin.31.fa.gz,97.42,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.31.fa.gz,4713131,23514
EHA05415_bin.94.fa.gz,92.33,3.46,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.94.fa.gz,1828022,45963
EHA05415_bin.184.fa.gz,99.52,0.18,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.184.fa.gz,2089331,27754
EHA05415_bin.69.fa.gz,58.6,0.69,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.69.fa.gz,4108519,20341
EHA05415_bin.9.fa.gz,70.63,0.79,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.9.fa.gz,2192982,32244
EHA05415_bin.104.fa.gz,82.21,2.58,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.104.fa.gz,1576293,13345
EHA05415_bin.451.fa.gz,81.9,0.05,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.451.fa.gz,2220823,22669
EHA05415_bin.207.fa.gz,81.59,1.71,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.207.fa.gz,924981,11013
EHA05415_bin.266.fa.gz,88.45,1.61,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.266.fa.gz,1477078,160424
EHA05415_bin.352.fa.gz,72.95,1.79,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.352.fa.gz,1491679,56064
EHA05415_bin.380.fa.gz,51.95,2.48,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.380.fa.gz,1086113,7812
EHA05415_bin.113.fa.gz,78.14,0.56,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.113.fa.gz,1301889,26774
EHA05415_bin.193.fa.gz,97.38,3.55,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.193.fa.gz,788778,25802
EHA05415_bin.218.fa.gz,93.28,0.08,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.218.fa.gz,2080182,39721
EHA05415_bin.212.fa.gz,79.33,5.48,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.212.fa.gz,806673,63062
EHA05415_bin.414.fa.gz,94.45,0.26,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.414.fa.gz,3500129,45772
EHA05415_bin.179.fa.gz,97.89,0.65,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.179.fa.gz,1956990,97186
EHA05415_bin.400.fa.gz,75.8,2.22,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.400.fa.gz,1393203,9134
EHA05415_bin.416.fa.gz,100.0,5.13,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.416.fa.gz,1577287,41100
EHA05415_bin.445.fa.gz,97.8,0.53,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.445.fa.gz,3116770,56641
EHA05415_bin.327.fa.gz,86.77,3.01,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.327.fa.gz,1046817,110612
EHA05415_bin.409.fa.gz,94.53,1.09,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.409.fa.gz,1875335,67337
EHA05415_bin.66.fa.gz,75.35,2.72,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.66.fa.gz,2217548,35224
EHA05415_bin.342.fa.gz,95.22,1.42,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.342.fa.gz,1596707,52623
EHA05415_bin.86.fa.gz,53.91,7.28,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.86.fa.gz,1753304,13803
EHA05415_bin.190.fa.gz,79.85,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.190.fa.gz,1714900,65111
EHA05415_bin.19.fa.gz,95.25,0.73,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.19.fa.gz,2316261,30056
EHA05415_bin.167.fa.gz,96.25,2.61,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.167.fa.gz,1723282,46749
EHA05415_bin.226.fa.gz,81.86,1.01,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.226.fa.gz,6239810,242037
EHA05415_bin.90.fa.gz,89.52,2.67,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.90.fa.gz,1242611,47035
EHA05415_bin.435.fa.gz,58.68,0.97,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.435.fa.gz,1408474,34721
EHA05415_bin.377.fa.gz,97.91,0.24,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.377.fa.gz,1280441,8655
EHA05415_bin.173.fa.gz,77.14,1.03,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.173.fa.gz,698796,41912
EHA05415_bin.16.fa.gz,90.33,2.13,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.16.fa.gz,2795473,66232
EHA05415_bin.335.fa.gz,66.76,0.4,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.335.fa.gz,2192871,116743
EHA05415_bin.286.fa.gz,73.25,3.14,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.286.fa.gz,1511855,25399
EHA05415_bin.27.fa.gz,92.26,6.45,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.27.fa.gz,1914158,6160
EHA05415_bin.320.fa.gz,96.71,2.61,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.320.fa.gz,2826865,11822
EHA05415_bin.79.fa.gz,98.15,2.09,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.79.fa.gz,1333314,4602
EHA05415_bin.412.fa.gz,91.62,3.34,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.412.fa.gz,2572466,31150
EHA05415_bin.475.fa.gz,53.36,7.85,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.475.fa.gz,2243879,47614
EHA05415_bin.425.fa.gz,51.89,3.28,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.425.fa.gz,1743124,44557
EHA05415_bin.138.fa.gz,71.09,0.27,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.138.fa.gz,1886007,21412
EHA05415_bin.14.fa.gz,80.6,2.51,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.14.fa.gz,2522853,6402
EHA05415_bin.42.fa.gz,83.47,1.69,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.42.fa.gz,1655812,2752
EHA05415_bin.252.fa.gz,85.83,1.36,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.252.fa.gz,2526498,102534
EHA05415_bin.195.fa.gz,95.95,0.77,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.195.fa.gz,1591499,38687
EHA05415_bin.35.fa.gz,95.2,0.57,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.35.fa.gz,2034160,107593
EHA05415_bin.411.fa.gz,83.81,3.02,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.411.fa.gz,2064568,84387
EHA05415_bin.186.fa.gz,86.23,6.01,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.186.fa.gz,1643917,84322
EHA05415_bin.17.fa.gz,90.72,0.38,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.17.fa.gz,862196,2797
EHA05415_bin.347.fa.gz,98.24,0.03,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.347.fa.gz,1626944,25583
EHA05415_bin.208.fa.gz,77.26,3.52,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.208.fa.gz,958653,16641
EHA05415_bin.291.fa.gz,97.4,5.16,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.291.fa.gz,1328267,6530
nhnw_bin.7.fa.gz,100.0,1.123,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.7.fa.gz,1535436,159823
nhnw_bin.61.fa.gz,100.0,0.335,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.61.fa.gz,3015356,101866
nhnw_bin.542.fa.gz,100.0,2.247,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.542.fa.gz,2319232,47012
nhnw_bin.261.fa.gz,100.0,1.123,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.261.fa.gz,1162500,129582
nhnw_bin.580.fa.gz,99.64,8.51,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.580.fa.gz,2436537,79908
nhnw_bin.125.fa.gz,99.64,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.125.fa.gz,2021667,56066
nhnw_bin.514.fa.gz,99.4,4.391,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.514.fa.gz,1973594,69479
nhnw_bin.38.fa.gz,99.36,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.38.fa.gz,1883444,73913
nhnw_bin.4.fa.gz,99.32,4.138,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.4.fa.gz,3628139,78799
nhnw_bin.107.fa.gz,99.32,0.6709999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.107.fa.gz,2297051,96148
nhnw_bin.161.fa.gz,99.27,4.106,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.161.fa.gz,2383490,73016
nhnw_bin.419.fa.gz,99.26,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.419.fa.gz,1990165,78705
nhnw_bin.159.fa.gz,99.25,0.061,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.159.fa.gz,2360760,87851
nhnw_bin.269.fa.gz,99.2,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.269.fa.gz,1660971,147982
nhnw_bin.594.fa.gz,99.19,6.194,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.594.fa.gz,1945731,18091
nhnw_bin.550.fa.gz,99.19,1.6119999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.550.fa.gz,2071431,112050
nhnw_bin.176.fa.gz,99.19,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.176.fa.gz,1594556,93547
nhnw_bin.498.fa.gz,99.15,0.92,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.498.fa.gz,2654243,82287
nhnw_bin.238.fa.gz,99.15,7.752999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.238.fa.gz,2370570,79899
nhnw_bin.173.fa.gz,99.06,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.173.fa.gz,2326211,63855
nhnw_bin.516.fa.gz,99.04,1.111,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.516.fa.gz,2726396,77376
nhnw_bin.251.fa.gz,98.95,6.207999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.251.fa.gz,4501347,55062
nhnw_bin.445.fa.gz,98.92,1.075,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.445.fa.gz,2182580,104121
nhnw_bin.210.fa.gz,98.92,2.688,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.210.fa.gz,2843300,53720
nhnw_bin.126.fa.gz,98.92,1.075,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.126.fa.gz,2256532,52345
nhnw_bin.57.fa.gz,98.87,1.821,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.57.fa.gz,2483182,227792
nhnw_bin.560.fa.gz,98.87,1.123,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.560.fa.gz,1021478,310250
nhnw_bin.481.fa.gz,98.87,3.37,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.481.fa.gz,1215497,168276
nhnw_bin.376.fa.gz,98.83,0.5489999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.376.fa.gz,2756829,52174
nhnw_bin.600.fa.gz,98.72,0.636,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.600.fa.gz,2232649,139987
nhnw_bin.524.fa.gz,98.66,0.6659999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.524.fa.gz,1115870,247861
nhnw_bin.454.fa.gz,98.65,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.454.fa.gz,1805687,131090
nhnw_bin.206.fa.gz,98.63,0.68,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.206.fa.gz,1984067,72107
nhnw_bin.571.fa.gz,98.6,0.6990000000000001,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.571.fa.gz,2194850,66275
nhnw_bin.330.fa.gz,98.52,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.330.fa.gz,2417367,42432
nhnw_bin.226.fa.gz,98.45,2.455,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.226.fa.gz,2535763,61694
nhnw_bin.156.fa.gz,98.43,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.156.fa.gz,1841217,93984
nhnw_bin.399.fa.gz,98.38,0.8059999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.399.fa.gz,1831554,67595
nhnw_bin.102.fa.gz,98.38,2.62,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.102.fa.gz,4258712,49213
nhnw_bin.294.fa.gz,98.34,0.632,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.294.fa.gz,2940341,63923
nhnw_bin.73.fa.gz,98.27,8.62,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.73.fa.gz,2411494,94855
nhnw_bin.345.fa.gz,98.27,4.78,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.345.fa.gz,1586625,92816
nhnw_bin.518.fa.gz,98.24,2.2319999999999998,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.518.fa.gz,2879850,43161
nhnw_bin.331.fa.gz,98.22,0.316,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.331.fa.gz,1579480,89442
nhnw_bin.139.fa.gz,98.11,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.139.fa.gz,2953201,110675
nhnw_bin.90.fa.gz,97.98,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.90.fa.gz,2644151,71074
nhnw_bin.59.fa.gz,97.98,1.6880000000000002,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.59.fa.gz,2918035,42350
