Genome	B2_1_23_RUNR Read Count	B2_1_23_RUNR Covered Fraction	B2_1_23_RUNR Length	B120_23_EFNP_TC Read Count	B120_23_EFNP_TC Covered Fraction	B120_23_EFNP_TC Length	B362F_22_EFNP_WH Read Count	B362F_22_EFNP_WH Covered Fraction	B362F_22_EFNP_WH Length	B18F_22_EFNP_N1 Read Count	B18F_22_EFNP_N1 Covered Fraction	B18F_22_EFNP_N1 Length	B357_23_EFNP_TE Read Count	B357_23_EFNP_TE Covered Fraction	B357_23_EFNP_TE Length	B111F_22_EFNP_N1 Read Count	B111F_22_EFNP_N1 Covered Fraction	B111F_22_EFNP_N1 Length	B31_23_EFNP_N31 Read Count	B31_23_EFNP_N31 Covered Fraction	B31_23_EFNP_N31 Length	B407_23_EFNP_DW Read Count	B407_23_EFNP_DW Covered Fraction	B407_23_EFNP_DW Length	B201_23_EFNP_BB Read Count	B201_23_EFNP_BB Covered Fraction	B201_23_EFNP_BB Length	B33_23_RUNR Read Count	B33_23_RUNR Covered Fraction	B33_23_RUNR Length	B462_23_EFNP_CV Read Count	B462_23_EFNP_CV Covered Fraction	B462_23_EFNP_CV Length	B218_23_EFNP_N96 Read Count	B218_23_EFNP_N96 Covered Fraction	B218_23_EFNP_N96 Length	B246F_22_EFNP_N1 Read Count	B246F_22_EFNP_N1 Covered Fraction	B246F_22_EFNP_N1 Length	B184F_22_EFNP_BB Read Count	B184F_22_EFNP_BB Covered Fraction	B184F_22_EFNP_BB Length	B109_23_EFNP_N1 Read Count	B109_23_EFNP_N1 Covered Fraction	B109_23_EFNP_N1 Length	B163F_22_EFNP_N1 Read Count	B163F_22_EFNP_N1 Covered Fraction	B163F_22_EFNP_N1 Length	B39_23_RUNR Read Count	B39_23_RUNR Covered Fraction	B39_23_RUNR Length	B382_23_EFNP_CC Read Count	B382_23_EFNP_CC Covered Fraction	B382_23_EFNP_CC Length	B11_23_RUNR Read Count	B11_23_RUNR Covered Fraction	B11_23_RUNR Length	B63_23_RUNR Read Count	B63_23_RUNR Covered Fraction	B63_23_RUNR Length	FS1_1_23_RUNR Read Count	FS1_1_23_RUNR Covered Fraction	FS1_1_23_RUNR Length	B441_23_EFNP_RE Read Count	B441_23_EFNP_RE Covered Fraction	B441_23_EFNP_RE Length	No_69_road_23_EFNP_N69 Read Count	No_69_road_23_EFNP_N69 Covered Fraction	No_69_road_23_EFNP_N69 Length	B461F_22_EFNP_BB Read Count	B461F_22_EFNP_BB Covered Fraction	B461F_22_EFNP_BB Length	B19_1_23_RUNR Read Count	B19_1_23_RUNR Covered Fraction	B19_1_23_RUNR Length	B19_2_23_RUNR Read Count	B19_2_23_RUNR Covered Fraction	B19_2_23_RUNR Length	B466F_22_EFNP_N1 Read Count	B466F_22_EFNP_N1 Covered Fraction	B466F_22_EFNP_N1 Length	B363_23_EFNP_WH Read Count	B363_23_EFNP_WH Covered Fraction	B363_23_EFNP_WH Length	B6_23_RUNR Read Count	B6_23_RUNR Covered Fraction	B6_23_RUNR Length	FS11F_22_EFNP_N1 Read Count	FS11F_22_EFNP_N1 Covered Fraction	FS11F_22_EFNP_N1 Length	B361_23_EFNP_N88 Read Count	B361_23_EFNP_N88 Covered Fraction	B361_23_EFNP_N88 Length	B478_23_EFNP_NB Read Count	B478_23_EFNP_NB Covered Fraction	B478_23_EFNP_NB Length	B83F_22_EFNP_WH Read Count	B83F_22_EFNP_WH Covered Fraction	B83F_22_EFNP_WH Length	B369F_22_EFNP_CV Read Count	B369F_22_EFNP_CV Covered Fraction	B369F_22_EFNP_CV Length	B250F_22_EFNP_CV Read Count	B250F_22_EFNP_CV Covered Fraction	B250F_22_EFNP_CV Length	B29F_22_EFNP_BB Read Count	B29F_22_EFNP_BB Covered Fraction	B29F_22_EFNP_BB Length	B523F_22_EFNP_DW Read Count	B523F_22_EFNP_DW Covered Fraction	B523F_22_EFNP_DW Length	B220_23_EFNP_FF Read Count	B220_23_EFNP_FF Covered Fraction	B220_23_EFNP_FF Length	B458_23_EFNP_N1 Read Count	B458_23_EFNP_N1 Covered Fraction	B458_23_EFNP_N1 Length	B534F_22_EFNP_CC Read Count	B534F_22_EFNP_CC Covered Fraction	B534F_22_EFNP_CC Length	B328_23_EFNP_CC Read Count	B328_23_EFNP_CC Covered Fraction	B328_23_EFNP_CC Length
nhnw_bin.526	545	0.021628836	2313162	3627	0.14187376	2313162	201727	0.99504226	2313162	40322	0.7526343	2313162	50131	0.8594435	2313162	47437	0.8466943	2313162	13348	0.42279357	2313162	36346	0.7920643	2313162	38306	0.6723381	2313162	77500	0.837327	2313162	84837	0.95475584	2313162	829533	0.99760675	2313162	407799	0.9951227	2313162	15142	0.4582792	2313162	556	0.007056142	2313162	7427	0.26334473	2313162	36080	0.73650527	2313162	7709	0.27269295	2313162	1968	0.055266775	2313162	40211	0.8214211	2313162	28169	0.6100641	2313162	22895	0.6253838	2313162	203	0.005686156	2313162	14733	0.4370429	2313162	53563	0.82582414	2313162	858	0.02736168	2313162	148	0.0021844557	2313162	77876	0.94241214	2313162	1115562	0.9935845	2313162	141334	0.98618686	2313162	524	0.019294368	2313162	26	0.00055681355	2313162	12197	0.2780242	2313162	462	0.0051794904	2313162	510618	0.99774593	2313162	17179	0.46074852	2313162	127289	0.97598094	2313162	41	0.0011196794	2313162	2741	0.111897916	2313162	77558	0.95646477	2313162	2749	0.10107247	2313162
nhnw_bin.527	17093	0.52818763	2105606	29020	0.72976613	2105606	25924	0.61512935	2105606	28177	0.6444653	2105606	733	0.026840255	2105606	671	0.020648688	2105606	9329	0.32160243	2105606	2143	0.08869513	2105606	18093	0.45701855	2105606	28554	0.51219696	2105606	2039	0.0821165	2105606	3621	0.048384644	2105606	7541	0.23287548	2105606	9144	0.27279082	2105606	310	0.009697446	2105606	29219	0.6964584	2105606	120578	0.9798058	2105606	12374	0.40944555	2105606	1940	0.040195554	2105606	9079	0.34275785	2105606	3785	0.1223814	2105606	8916	0.33492875	2105606	52918	0.87180173	2105606	7167	0.25137135	2105606	58918	0.8757398	2105606	2581	0.08301458	2105606	9954	0.3056721	2105606	8751	0.3079565	2105606	14562	0.37414598	2105606	11980	0.3561084	2105606	10375	0.3600099	2105606	107	0.0031050444	2105606	16297	0.38148305	2105606	71434	0.9092423	2105606	79381	0.93800694	2105606	7088	0.21245286	2105606	818	0.015434037	2105606	5138	0.15965618	2105606	2141	0.084253654	2105606	3666	0.14522803	2105606	21576	0.5829956	2105606
nhnw_bin.528	512	0.032996144	1491144	812	0.04342371	1491144	1338	0.06667096	1491144	2034	0.102456905	1491144	679	0.039630648	1491144	1243	0.071025334	1491144	796	0.029177599	1491144	5312	0.30574578	1491144	38605	0.83848107	1491144	878	0.032932434	1491144	586	0.031737376	1491144	1806	0.07973207	1491144	1802	0.100601286	1491144	2185	0.12441454	1491144	265	0.015282227	1491144	4186	0.22537327	1491144	1635	0.08833621	1491144	2630	0.14342277	1491144	551	0.021891246	1491144	45	0.0018529397	1491144	119	0.005873343	1491144	420	0.021558616	1491144	889	0.029799938	1491144	4757	0.25325993	1491144	441	0.010196199	1491144	60	0.0031861444	1491144	1070	0.050277505	1491144	1534	0.08328371	1491144	203	0.0077068345	1491144	2253	0.119520985	1491144	1372	0.06062862	1491144	27	0.0013881959	1491144	2519	0.10973454	1491144	21192	0.6834491	1491144	17154	0.59557426	1491144	974	0.053584363	1491144	2829	0.1455453	1491144	448	0.020667354	1491144	1445	0.08919259	1491144	1872	0.11447319	1491144	480	0.023035334	1491144
nhnw_bin.529	4960	0.31553698	1194814	13436	0.50477564	1194814	9087	0.282762	1194814	7227	0.28289172	1194814	4487	0.25726432	1194814	52515	0.9761662	1194814	88121	0.9927411	1194814	8562	0.5104937	1194814	116477	0.9915267	1194814	4247	0.17788795	1194814	1971	0.09535292	1194814	66301	0.979401	1194814	34043	0.8640382	1194814	15808	0.68112946	1194814	155215	0.99516827	1194814	140474	0.9988358	1194814	6283	0.20879902	1194814	3738	0.21079431	1194814	5258	0.18810208	1194814	5717	0.36392024	1194814	720	0.042881988	1194814	24304	0.86734587	1194814	8121	0.36186805	1194814	8804	0.41069573	1194814	7929	0.39657387	1194814	1128	0.08022671	1194814	47545	0.9609253	1194814	8277	0.4517699	1194814	11658	0.52122927	1194814	8978	0.41781482	1194814	20262	0.7908436	1194814	682	0.03880939	1194814	83803	0.95799935	1194814	45585	0.9382004	1194814	35545	0.73028606	1194814	10734	0.49907434	1194814	42243	0.9187907	1194814	5864	0.26163402	1194814	35600	0.93811756	1194814	6213	0.35740122	1194814	76923	0.98804	1194814
nhnw_bin.52	85629	0.9712185	2020849	267589	0.99550736	2020849	56164	0.86574155	2020849	127268	0.99089193	2020849	6569	0.24115558	2020849	64974	0.9310968	2020849	302593	0.9920756	2020849	37194	0.8338866	2020849	342272	0.99509907	2020849	41734	0.6685136	2020849	32089	0.7472567	2020849	196804	0.9949081	2020849	44140	0.8098923	2020849	236671	0.9981265	2020849	17097	0.53299433	2020849	123833	0.99136305	2020849	276607	0.9964921	2020849	318287	0.9965915	2020849	15907	0.36514208	2020849	4564	0.17682964	2020849	25817	0.6094948	2020849	10464	0.30954564	2020849	274435	0.9962209	2020849	89921	0.96495485	2020849	444552	0.99563503	2020849	23872	0.5672012	2020849	14971	0.417046	2020849	85904	0.96935743	2020849	13763	0.31270322	2020849	111799	0.97369474	2020849	51287	0.9045797	2020849	730	0.023520807	2020849	154087	0.98195165	2020849	504070	0.9990836	2020849	340608	0.99763316	2020849	71809	0.9247455	2020849	4173	0.029340638	2020849	79155	0.93671274	2020849	95868	0.9811594	2020849	10225	0.3677801	2020849	55334	0.90194124	2020849
nhnw_bin.530	1817	0.120112486	1179869	8733	0.5148012	1179869	50156	0.93943053	1179869	23854	0.8110146	1179869	8014	0.45718294	1179869	35691	0.91515756	1179869	28020	0.87057036	1179869	13478	0.67089397	1179869	138172	0.990782	1179869	13704	0.4489422	1179869	25113	0.84585744	1179869	68573	0.97746617	1179869	59707	0.9702357	1179869	24497	0.83903635	1179869	8551	0.42036107	1179869	36485	0.9216413	1179869	8733	0.39706865	1179869	24223	0.8437733	1179869	4980	0.22894067	1179869	6018	0.39430055	1179869	7023	0.35462242	1179869	26654	0.87044746	1179869	6256	0.36728483	1179869	25197	0.8231482	1179869	18424	0.6822139	1179869	986	0.06350196	1179869	28836	0.83003366	1179869	16895	0.7084151	1179869	34565	0.85417193	1179869	19602	0.7295666	1179869	5655	0.34536037	1179869	1582	0.081561595	1179869	58834	0.91191053	1179869	24079	0.79223967	1179869	231314	0.9916211	1179869	30094	0.8719231	1179869	53037	0.95938957	1179869	3555	0.19440378	1179869	22011	0.8053962	1179869	47153	0.96113294	1179869	5223	0.3084656	1179869
nhnw_bin.531	8313	0.29325488	2168414	15738	0.44014612	2168414	515817	0.9837254	2168414	101706	0.97059786	2168414	64427	0.9192857	2168414	155290	0.9784718	2168414	30485	0.71745384	2168414	25849	0.67825377	2168414	145416	0.96719676	2168414	33777	0.5396728	2168414	33102	0.74529773	2168414	112145	0.9664741	2168414	375673	0.9891912	2168414	345284	0.9865773	2168414	20764	0.5821467	2168414	152457	0.98780954	2168414	52666	0.8395472	2168414	2561	0.017859137	2168414	4352	0.018463725	2168414	60108	0.91544974	2168414	1587	0.015076457	2168414	337361	0.9823664	2168414	33254	0.71096385	2168414	58618	0.8977368	2168414	8190	0.027343025	2168414	225	0.0034384578	2168414	689648	0.97648144	2168414	3081	0.018720595	2168414	6695	0.023156555	2168414	386207	0.98583156	2168414	69556	0.9325894	2168414	372	0.008663014	2168414	353833	0.98662525	2168414	2314	0.04036268	2168414	4205902	0.99223673	2168414	398371	0.98428947	2168414	395024	0.98408145	2168414	1815	0.014918738	2168414	21062	0.5220982	2168414	346055	0.9794472	2168414	17341	0.42703378	2168414
nhnw_bin.532	1	0.00008561838	1763640	3076	0.1512633	1763640	4720	0.17132749	1763640	20576	0.5819561	1763640	15	0.00062314305	1763640	957	0.04229548	1763640	2348	0.10282484	1763640	13	0.00048592684	1763640	505	0.016393935	1763640	27	0.0008238643	1763640	199	0.010642194	1763640	1395	0.050670773	1763640	148	0.005091175	1763640	408	0.01719115	1763640	10	0.00063618424	1763640	14444	0.5029989	1763640	32	0.0007189676	1763640	1466	0.06987877	1763640	25	0.000561339	1763640	614	0.03288086	1763640	13	0.00021262842	1763640	48	0.0018427797	1763640	119	0.0044413824	1763640	63	0.0024160258	1763640	62	0.0013205643	1763640	1	0.000073144176	1763640	122967	0.98888206	1763640	576	0.0241166	1763640	32	0.00074278197	1763640	33	0.0011266471	1763640	2171	0.10652854	1763640	34	0.0013835023	1763640	12081	0.318345	1763640	588	0.021232791	1763640	10211	0.36588305	1763640	942	0.030097412	1763640	2922	0.11654533	1763640	13	0.00041958675	1763640	704	0.033791475	1763640	1423	0.07072248	1763640	33	0.0009724207	1763640
nhnw_bin.533	403	0.012469148	2395352	671	0.01558894	2395352	1710	0.04652385	2395352	2234	0.05069735	2395352	275	0.00887761	2395352	79254	0.9439686	2395352	998	0.019697314	2395352	1008	0.03828164	2395352	2960	0.046614442	2395352	1609	0.032933366	2395352	347	0.007851455	2395352	1622	0.018309627	2395352	1081	0.02998432	2395352	7970	0.25024047	2395352	492	0.016377134	2395352	1309	0.026970148	2395352	1279	0.021903252	2395352	458	0.01513932	2395352	708	0.014463845	2395352	173	0.00520842	2395352	266	0.0070762043	2395352	823	0.016709862	2395352	6992	0.19649513	2395352	1085	0.028496439	2395352	2471	0.056041032	2395352	47	0.0013513671	2395352	2460	0.07227998	2395352	846	0.02604377	2395352	533	0.010147987	2395352	1257	0.02706575	2395352	1210	0.03833132	2395352	18	0.0004508732	2395352	100671	0.9163442	2395352	4070	0.067815505	2395352	6033	0.09756896	2395352	10459	0.30460325	2395352	92109	0.9320129	2395352	365	0.009521774	2395352	493	0.010347122	2395352	947	0.032401085	2395352	761	0.020044236	2395352
nhnw_bin.534	12499	0.26468664	3951654	2840	0.067058	3951654	262575	0.9911346	3951654	35671	0.5462105	3951654	57522	0.72862047	3951654	83635	0.85433036	3951654	10041	0.21110502	3951654	7819	0.17929403	3951654	65240	0.7077707	3951654	195151	0.9252407	3951654	130839	0.9501057	3951654	306844	0.9953042	3951654	633685	0.99945515	3951654	75623	0.83271664	3951654	746198	0.9996637	3951654	100185	0.9023948	3951654	41615	0.59224844	3951654	6823	0.15173799	3951654	1263	0.01879618	3951654	116826	0.9374667	3951654	48992	0.6020575	3951654	78742	0.86433506	3951654	7199	0.15349776	3951654	14633	0.28100258	3951654	118546	0.89343727	3951654	992	0.020466113	3951654	574082	0.9993532	3951654	83723	0.85757965	3951654	185543	0.96219784	3951654	62699	0.7230944	3951654	58015	0.7566457	3951654	2746	0.04144214	3951654	184297	0.9388922	3951654	261	0.0015388493	3951654	555656	0.9990186	3951654	43904	0.60831743	3951654	368819	0.99767035	3951654	33999	0.47596323	3951654	216679	0.992987	3951654	161039	0.9772804	3951654	161475	0.9691896	3951654
nhnw_bin.535	141257	0.9662397	1735264	165396	0.9582893	1735264	413750	0.97602725	1735264	389308	0.96971124	1735264	65720	0.924842	1735264	188358	0.98050904	1735264	207486	0.9673698	1735264	61442	0.94010997	1735264	220161	0.98139244	1735264	218453	0.9773481	1735264	175589	0.9704229	1735264	395872	0.9692687	1735264	844690	0.9825612	1735264	492010	0.97479635	1735264	69121	0.9354617	1735264	785219	0.9734991	1735264	1142407	0.9741284	1735264	71447	0.958351	1735264	339982	0.96705115	1735264	233715	0.99059796	1735264	87073	0.9346007	1735264	277630	0.96715254	1735264	109295	0.965698	1735264	323287	0.9576237	1735264	404052	0.9701469	1735264	4050	0.16067007	1735264	819978	0.97438544	1735264	403553	0.96264315	1735264	506696	0.9731032	1735264	327010	0.9780725	1735264	178380	0.9755213	1735264	9471	0.2922051	1735264	1492132	0.9908314	1735264	226916	0.95038563	1735264	2561732	0.97070533	1735264	786497	0.9750972	1735264	899788	0.99209803	1735264	191357	0.94651705	1735264	92389	0.95039314	1735264	228243	0.9671018	1735264	261595	0.9679438	1735264
nhnw_bin.536	4155	0.18770818	1899150	246	0.008303715	1899150	3196	0.11018719	1899150	6500	0.25334543	1899150	80	0.001967196	1899150	5930	0.19433536	1899150	6847	0.28992128	1899150	66	0.0020261696	1899150	570	0.0067282734	1899150	1507	0.039607193	1899150	117	0.0025858937	1899150	3129	0.11685175	1899150	875	0.0347566	1899150	22929	0.67532843	1899150	302	0.0113361245	1899150	15730	0.52160126	1899150	16937	0.52950686	1899150	354	0.017488876	1899150	504	0.014939315	1899150	172	0.0076249903	1899150	870	0.032674093	1899150	157	0.0036521603	1899150	352	0.004956428	1899150	1662	0.0713693	1899150	11918	0.39179423	1899150	246	0.009906011	1899150	1282	0.049383145	1899150	3016	0.13281573	1899150	1810	0.06749335	1899150	12458	0.4114625	1899150	1312	0.06163389	1899150	23	0.000538662	1899150	18806	0.46313983	1899150	8017	0.262211	1899150	31092	0.6910618	1899150	7354	0.25542426	1899150	1046	0.038850013	1899150	69	0.0013184845	1899150	6991	0.30229735	1899150	3225	0.14648132	1899150	140	0.0026632966	1899150
nhnw_bin.537	2126	0.07924905	1887846	1421	0.045447033	1887846	15946	0.42791468	1887846	19639	0.5249586	1887846	2944	0.119591326	1887846	6926	0.256219	1887846	35902	0.7980582	1887846	3949	0.16249312	1887846	69960	0.8997763	1887846	8008	0.17317674	1887846	10391	0.37741107	1887846	22229	0.5089202	1887846	15938	0.42779973	1887846	14310	0.48166376	1887846	6821	0.26895627	1887846	23634	0.6273764	1887846	8506	0.2156018	1887846	8822	0.32196853	1887846	15276	0.37049526	1887846	4262	0.16094163	1887846	1571	0.05052213	1887846	12466	0.43773592	1887846	7288	0.26862362	1887846	8639	0.28943303	1887846	6267	0.15748106	1887846	517	0.02061185	1887846	10497	0.30369055	1887846	8754	0.29781032	1887846	16562	0.39399347	1887846	7291	0.23528455	1887846	18246	0.5773935	1887846	470	0.016321247	1887846	24965	0.4817676	1887846	4605	0.14544195	1887846	70759	0.8727963	1887846	19375	0.52322596	1887846	50241	0.82998824	1887846	7639	0.24181157	1887846	11698	0.41598043	1887846	7277	0.27624235	1887846	9083	0.32641804	1887846
nhnw_bin.538	172425	0.93588907	1755270	282363	0.9361067	1755270	951420	0.9602397	1755270	1025881	0.9655187	1755270	143755	0.9413042	1755270	204778	0.94468033	1755270	976925	0.9568733	1755270	204201	0.9492135	1755270	4286788	0.98753697	1755270	588322	0.94807464	1755270	484899	0.95113057	1755270	2847187	0.97724736	1755270	1267118	0.9628832	1755270	416489	0.9546058	1755270	406676	0.9468908	1755270	879245	0.95890373	1755270	443010	0.95261186	1755270	548383	0.9437317	1755270	260189	0.9454483	1755270	149103	0.940927	1755270	143009	0.93290776	1755270	805329	0.95782757	1755270	358977	0.9414876	1755270	602163	0.94691986	1755270	621982	0.9591157	1755270	19362	0.53339374	1755270	86721	0.9229742	1755270	557569	0.9624542	1755270	1395247	0.96303815	1755270	764098	0.9531713	1755270	385945	0.95835054	1755270	26621	0.5750876	1755270	1593240	0.9684624	1755270	105864	0.9345343	1755270	4322805	0.9846833	1755270	783694	0.9543301	1755270	1967753	0.96894777	1755270	351073	0.9349553	1755270	962048	0.94984245	1755270	331257	0.9426618	1755270	326875	0.9416221	1755270
nhnw_bin.539	35013	0.7517128	2365744	15964	0.26635554	2365744	52384	0.8142939	2365744	197903	0.9862851	2365744	23185	0.57407224	2365744	851563	0.9815221	2365744	65011	0.91250914	2365744	2013	0.04109447	2365744	323815	0.9981824	2365744	40703	0.5782118	2365744	102435	0.9788519	2365744	550055	0.9987754	2365744	119059	0.9620644	2365744	6926	0.0316019	2365744	237895	0.9805017	2365744	118469	0.9733365	2365744	38049	0.64307296	2365744	22410	0.5431391	2365744	82159	0.8910622	2365744	52391	0.8751429	2365744	3848	0.0902959	2365744	170007	0.9962532	2365744	35516	0.62796015	2365744	12660	0.2724048	2365744	18004	0.33924085	2365744	7089	0.18486828	2365744	214411	0.99621767	2365744	3616	0.01759827	2365744	61220	0.47872	2365744	37529	0.69057304	2365744	22872	0.4559775	2365744	2150	0.049973287	2365744	41519	0.5861395	2365744	113248	0.96657544	2365744	31082	0.022698145	2365744	4650	0.022088189	2365744	1393603	0.98105544	2365744	110847	0.9542398	2365744	2602	0.009960925	2365744	1869	0.013787206	2365744	3384	0.016614646	2365744
nhnw_bin.53	3340	0.08056974	3928274	4080	0.094291285	3928274	6138	0.101541795	3928274	53992	0.6906224	3928274	263	0.004777162	3928274	1727	0.037267257	3928274	9242	0.19818527	3928274	1021	0.02476253	3928274	49858	0.55447227	3928274	1216	0.013704747	3928274	24764	0.43684402	3928274	2040	0.02641949	3928274	8856	0.16656858	3928274	15008	0.30660233	3928274	36101	0.6040108	3928274	40350	0.6158448	3928274	33904	0.4118646	3928274	119833	0.93944645	3928274	3303	0.05343008	3928274	54	0.00014637472	3928274	131	0.0019102537	3928274	381	0.004821456	3928274	464	0.0005256762	3928274	19526	0.3522257	3928274	2784	0.044556208	3928274	733	0.014087358	3928274	23073	0.37639585	3928274	9549	0.19779298	3928274	1403	0.023462722	3928274	101853	0.86637616	3928274	714	0.013947347	3928274	20	0.0003838836	3928274	6017	0.086143434	3928274	149364	0.94831777	3928274	124917	0.8756688	3928274	586	0.008048828	3928274	10543	0.14127325	3928274	229	0.0033508355	3928274	11885	0.25284132	3928274	38906	0.6194145	3928274	980	0.018361755	3928274
nhnw_bin.540	658	0.01346453	2023019	19270	0.5198538	2023019	8678	0.19783947	2023019	22027	0.54660285	2023019	8719	0.3065557	2023019	20894	0.5851626	2023019	3379	0.053655453	2023019	10625	0.37936175	2023019	21801	0.4266055	2023019	16263	0.18969274	2023019	11900	0.36074796	2023019	46284	0.7996865	2023019	70299	0.9134645	2023019	28984	0.7084224	2023019	5192	0.17253225	2023019	101853	0.9810086	2023019	4128	0.074295394	2023019	63329	0.9212158	2023019	3863	0.063017696	2023019	2864	0.098680735	2023019	5327	0.15107718	2023019	7704	0.22865579	2023019	17767	0.50445	2023019	28047	0.66314304	2023019	22974	0.55495226	2023019	1122	0.024986418	2023019	2966	0.051153746	2023019	24903	0.6506177	2023019	18762	0.26663715	2023019	45718	0.7452085	2023019	24607	0.6756071	2023019	1974	0.052376177	2023019	49599	0.7335932	2023019	368779	0.99956053	2023019	110631	0.9420658	2023019	5307	0.12371115	2023019	11530	0.18052673	2023019	6733	0.17395784	2023019	11038	0.3679822	2023019	11862	0.35340202	2023019	10357	0.34019354	2023019
nhnw_bin.541	1282	0.061562154	1718702	8070	0.3417038	1718702	10063	0.32509184	1718702	10014	0.31423423	1718702	1956	0.0713009	1718702	2506	0.10321626	1718702	23859	0.6811722	1718702	894	0.041150823	1718702	5242	0.09876989	1718702	3706	0.10227544	1718702	1698	0.06606788	1718702	9995	0.27698925	1718702	8958	0.29559517	1718702	17711	0.5873619	1718702	5479	0.18377474	1718702	7886	0.24056585	1718702	40838	0.8296505	1718702	1567	0.07512588	1718702	2575	0.06574613	1718702	2593	0.12145095	1718702	1108	0.040432837	1718702	2904	0.09869192	1718702	7147	0.23653315	1718702	20426	0.6310978	1718702	9167	0.26954934	1718702	455	0.020893674	1718702	9484	0.32207155	1718702	4977	0.1457117	1718702	3128	0.10001094	1718702	8416	0.29199478	1718702	2300	0.10115017	1718702	275	0.011474939	1718702	25791	0.5957531	1718702	10714	0.38361275	1718702	29214	0.67346287	1718702	15520	0.48990226	1718702	11682	0.36187425	1718702	2423	0.07246399	1718702	1365	0.037215877	1718702	1456	0.04899395	1718702	4643	0.17363277	1718702
nhnw_bin.542	226	0.009320327	2319232	516	0.023296935	2319232	499	0.018303473	2319232	2885	0.107639514	2319232	502	0.0191046	2319232	545	0.022717865	2319232	3277	0.13687505	2319232	10875	0.3813991	2319232	2817	0.09163853	2319232	379	0.008981853	2319232	677	0.027556105	2319232	1603	0.053780735	2319232	9630	0.30566713	2319232	80899	0.9488546	2319232	312	0.0138925295	2319232	2002	0.0773782	2319232	97	0.0033192022	2319232	26273	0.6448031	2319232	20429	0.4418441	2319232	63	0.0027819553	2319232	170	0.0055384715	2319232	30417	0.7025369	2319232	1122	0.043953344	2319232	88	0.0034067312	2319232	486	0.01644898	2319232	619	0.019039493	2319232	75	0.0027754877	2319232	5638	0.20521232	2319232	68	0.0025900817	2319232	160605	0.9803129	2319232	348	0.014790241	2319232	17	0.00062003284	2319232	2535	0.07098902	2319232	47184	0.7404417	2319232	9282	0.27811837	2319232	49342	0.8246497	2319232	1567	0.054139044	2319232	242	0.008623113	2319232	526	0.021990038	2319232	909	0.037756894	2319232	526	0.021281183	2319232
nhnw_bin.543	4736	0.20157705	2018573	261	0.008152789	2018573	10332	0.34352833	2018573	1079	0.043999895	2018573	1290	0.05666082	2018573	1553	0.06916124	2018573	7367	0.28347403	2018573	579	0.028673226	2018573	1652	0.051800456	2018573	9300	0.2266398	2018573	247	0.01052922	2018573	27376	0.66599226	2018573	869	0.03627711	2018573	457	0.016857948	2018573	334	0.014630137	2018573	665	0.02828731	2018573	15664	0.48503968	2018573	7059	0.2821924	2018573	4085	0.129489	2018573	504	0.024955748	2018573	218	0.00861252	2018573	227	0.005648545	2018573	2323	0.093000844	2018573	2115	0.08704714	2018573	2498	0.08468854	2018573	275	0.010202752	2018573	3976	0.14843456	2018573	2069	0.09507954	2018573	9944	0.29651195	2018573	848	0.033835288	2018573	1707	0.073108084	2018573	51	0.0013841462	2018573	8842	0.26117063	2018573	3393	0.0918862	2018573	22929	0.6170022	2018573	304	0.009942668	2018573	8951	0.30045483	2018573	99	0.0032270323	2018573	3490	0.1530388	2018573	1250	0.05804546	2018573	1960	0.08493723	2018573
nhnw_bin.544	193	0.0057144137	1739811	126	0.0015915522	1739811	654	0.005451167	1739811	5371	0.2204343	1739811	3718	0.17459252	1739811	5308	0.23241144	1739811	6976	0.30464286	1739811	2986	0.14411451	1739811	9992	0.31386396	1739811	8308	0.22467555	1739811	10036	0.38346866	1739811	15552	0.5094697	1739811	31620	0.7788145	1739811	4843	0.20631035	1739811	11897	0.46409294	1739811	6787	0.29554993	1739811	7275	0.2969995	1739811	739	0.031822998	1739811	1663	0.06265393	1739811	131	0.0031009116	1739811	1045	0.035841823	1739811	9072	0.39832947	1739811	848	0.027678294	1739811	5582	0.23649006	1739811	4693	0.11711847	1739811	36	0.0009018221	1739811	16331	0.5370377	1739811	6027	0.2670244	1739811	3081	0.11501249	1739811	3962	0.15954491	1739811	5441	0.24894658	1739811	528	0.016693767	1739811	12693	0.38446993	1739811	474	0.006294362	1739811	37830	0.80344707	1739811	6155	0.2332581	1739811	404	0.0052471217	1739811	1804	0.07518403	1739811	11184	0.44742447	1739811	6112	0.2870743	1739811	354	0.0045625647	1739811
