genome,completeness,contamination,location,length,N50,centrality
EHA05415_bin.253.fa.gz,77.44,0.1,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.253.fa.gz,1793099.0,26612.0,0.0
EHA05415_bin.116.fa.gz,91.06,0.14,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.116.fa.gz,2197546.0,42248.0,0.0
EHA05415_bin.44.fa.gz,87.49,1.23,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.44.fa.gz,2065013.0,29946.0,0.0
EHA05415_bin.24.fa.gz,91.41,0.11,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.24.fa.gz,1554397.0,11604.0,0.0
EHA05415_bin.174.fa.gz,89.47,0.08,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.174.fa.gz,834406.0,32507.0,0.0
EHA05415_bin.277.fa.gz,92.8,0.95,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.277.fa.gz,1904298.0,37598.0,0.0
EHA05415_bin.275.fa.gz,91.78,0.18,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.275.fa.gz,1091891.0,14485.0,0.0
EHA05415_bin.97.fa.gz,84.53,1.99,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.97.fa.gz,2337388.0,69043.0,0.0
EHA05415_bin.123.fa.gz,71.71,2.97,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.123.fa.gz,1475153.0,24540.0,0.0
EHA05415_bin.241.fa.gz,96.86,0.2,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.241.fa.gz,2111495.0,110684.0,0.0
EHA05415_bin.217.fa.gz,85.13,0.06,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.217.fa.gz,1628725.0,61583.0,0.0
EHA05415_bin.216.fa.gz,95.99,5.86,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.216.fa.gz,1255546.0,65984.0,0.0
EHA05415_bin.299.fa.gz,86.7,3.77,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.299.fa.gz,1510507.0,20377.0,0.0
EHA05415_bin.47.fa.gz,71.68,2.41,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.47.fa.gz,1546826.0,3006.0,0.0
EHA05415_bin.337.fa.gz,99.63,0.03,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.337.fa.gz,1191577.0,55559.0,0.0
EHA05415_bin.271.fa.gz,69.97,0.09,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.271.fa.gz,,,0.0
EHA05415_bin.7.fa.gz,96.47,0.88,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.7.fa.gz,1333619.0,2517.0,0.0
EHA05415_bin.197.fa.gz,55.56,3.72,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.197.fa.gz,,,0.0
EHA05415_bin.39.fa.gz,51.25,3.15,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.39.fa.gz,,,0.0
EHA05415_bin.313.fa.gz,74.11,1.11,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.313.fa.gz,1908932.0,49500.0,0.0
EHA05415_bin.441.fa.gz,64.77,2.14,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.441.fa.gz,,,0.0
EHA05415_bin.64.fa.gz,67.88,4.37,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.64.fa.gz,,,0.0
EHA05415_bin.228.fa.gz,81.89,1.31,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.228.fa.gz,1612161.0,6075.0,0.0
EHA05415_bin.270.fa.gz,88.79,1.69,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.270.fa.gz,1559300.0,21613.0,0.0
EHA05415_bin.387.fa.gz,52.05,0.41,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.387.fa.gz,,,0.0
EHA05415_bin.95.fa.gz,93.45,0.68,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.95.fa.gz,2205512.0,36506.0,0.0
EHA05415_bin.204.fa.gz,75.47,2.95,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.204.fa.gz,1127353.0,25312.0,0.0
EHA05415_bin.395.fa.gz,59.85,2.95,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.395.fa.gz,,,0.0
EHA05415_bin.235.fa.gz,86.39,1.59,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.235.fa.gz,2226219.0,94375.0,0.0
EHA05415_bin.272.fa.gz,88.15,0.62,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.272.fa.gz,1557901.0,37893.0,0.0
EHA05415_bin.283.fa.gz,85.96,0.01,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.283.fa.gz,1477525.0,12767.0,0.0
EHA05415_bin.85.fa.gz,74.96,1.32,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.85.fa.gz,2970869.0,8053.0,0.0
EHA05415_bin.247.fa.gz,92.49,0.02,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.247.fa.gz,1876017.0,16393.0,0.0
EHA05415_bin.133.fa.gz,65.52,0.06,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.133.fa.gz,,,0.0
EHA05415_bin.428.fa.gz,58.45,0.72,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.428.fa.gz,,,0.0
EHA05415_bin.154.fa.gz,97.35,0.07,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.154.fa.gz,1433388.0,33439.0,0.0
EHA05415_bin.230.fa.gz,91.24,2.24,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.230.fa.gz,1580523.0,41973.0,0.0
EHA05415_bin.480.fa.gz,62.66,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.480.fa.gz,,,0.0
EHA05415_bin.220.fa.gz,72.89,1.09,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.220.fa.gz,2108808.0,41084.0,0.0
EHA05415_bin.405.fa.gz,72.99,4.33,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.405.fa.gz,911517.0,13620.0,0.0
EHA05415_bin.13.fa.gz,95.56,1.24,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.13.fa.gz,2070487.0,10232.0,0.0
EHA05415_bin.438.fa.gz,61.07,8.79,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.438.fa.gz,,,0.0
EHA05415_bin.210.fa.gz,59.73,0.04,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.210.fa.gz,,,0.0
EHA05415_bin.46.fa.gz,89.05,0.79,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.46.fa.gz,1772930.0,3450.0,0.0
EHA05415_bin.102.fa.gz,84.98,1.92,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.102.fa.gz,1910355.0,18913.0,0.0
EHA05415_bin.111.fa.gz,97.4,0.04,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.111.fa.gz,1990112.0,106418.0,0.0
EHA05415_bin.8.fa.gz,59.28,2.74,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.8.fa.gz,,,0.0
EHA05415_bin.415.fa.gz,93.18,0.02,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.415.fa.gz,1730811.0,11073.0,0.0
EHA05415_bin.319.fa.gz,91.47,0.03,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.319.fa.gz,2036607.0,40369.0,0.0
EHA05415_bin.442.fa.gz,65.6,0.73,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.442.fa.gz,,,0.0
EHA05415_bin.303.fa.gz,84.27,0.52,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.303.fa.gz,2248493.0,4519.0,0.0
EHA05415_bin.144.fa.gz,82.19,4.51,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.144.fa.gz,1330841.0,54069.0,0.0
EHA05415_bin.52.fa.gz,52.53,1.11,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.52.fa.gz,,,0.0
EHA05415_bin.473.fa.gz,52.29,6.68,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.473.fa.gz,,,0.0
EHA05415_bin.406.fa.gz,70.28,6.54,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.406.fa.gz,1382983.0,30803.0,0.0
EHA05415_bin.162.fa.gz,92.45,0.04,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.162.fa.gz,2469648.0,157997.0,0.0
EHA05415_bin.2.fa.gz,81.7,0.06,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.2.fa.gz,2067435.0,4130.0,0.0
EHA05415_bin.279.fa.gz,75.61,1.54,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.279.fa.gz,1798924.0,23478.0,0.0
EHA05415_bin.120.fa.gz,79.89,0.5,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.120.fa.gz,1400997.0,30157.0,0.0
EHA05415_bin.109.fa.gz,68.75,0.42,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.109.fa.gz,,,0.0
EHA05415_bin.209.fa.gz,93.5,1.21,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.209.fa.gz,1116274.0,119886.0,0.0
EHA05415_bin.358.fa.gz,99.47,0.56,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.358.fa.gz,4059289.0,50025.0,0.0
EHA05415_bin.350.fa.gz,80.03,0.86,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.350.fa.gz,1349947.0,4378.0,0.0
EHA05415_bin.398.fa.gz,90.31,2.73,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.398.fa.gz,991501.0,2844.0,0.0
EHA05415_bin.346.fa.gz,81.84,0.01,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.346.fa.gz,2927158.0,173675.0,0.0
EHA05415_bin.91.fa.gz,82.79,2.19,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.91.fa.gz,1980492.0,21018.0,0.0
EHA05415_bin.129.fa.gz,74.77,0.62,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.129.fa.gz,1430495.0,14179.0,0.0
EHA05415_bin.367.fa.gz,64.93,4.16,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.367.fa.gz,,,0.0
EHA05415_bin.458.fa.gz,94.09,4.33,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.458.fa.gz,1442995.0,2682.0,0.0
EHA05415_bin.49.fa.gz,97.15,8.57,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.49.fa.gz,3920668.0,32114.0,0.0
EHA05415_bin.348.fa.gz,96.42,0.04,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.348.fa.gz,1752200.0,21486.0,0.0
EHA05415_bin.317.fa.gz,96.32,0.96,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.317.fa.gz,1405418.0,26231.0,0.0
EHA05415_bin.452.fa.gz,72.73,3.89,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.452.fa.gz,1698027.0,76662.0,0.0
EHA05415_bin.18.fa.gz,90.99,0.25,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.18.fa.gz,1160037.0,7789.0,0.0
EHA05415_bin.381.fa.gz,51.77,0.33,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.381.fa.gz,,,0.0
EHA05415_bin.187.fa.gz,95.27,0.19,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.187.fa.gz,1115725.0,15201.0,0.0
EHA05415_bin.417.fa.gz,89.39,4.84,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.417.fa.gz,1631597.0,20165.0,0.0
EHA05415_bin.378.fa.gz,58.66,1.99,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.378.fa.gz,,,0.0
EHA05415_bin.306.fa.gz,91.46,0.12,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.306.fa.gz,2162817.0,42919.0,0.0
EHA05415_bin.108.fa.gz,75.67,1.07,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.108.fa.gz,1969883.0,35698.0,0.0
EHA05415_bin.148.fa.gz,72.75,1.96,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.148.fa.gz,1574815.0,140504.0,0.0
EHA05415_bin.302.fa.gz,78.84,0.14,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.302.fa.gz,1554044.0,26384.0,0.0
EHA05415_bin.77.fa.gz,98.18,0.4,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.77.fa.gz,1695199.0,8225.0,0.0
EHA05415_bin.31.fa.gz,97.42,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.31.fa.gz,4713131.0,23514.0,0.0
EHA05415_bin.94.fa.gz,92.33,3.46,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.94.fa.gz,1828022.0,45963.0,0.0
EHA05415_bin.184.fa.gz,99.52,0.18,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.184.fa.gz,2089331.0,27754.0,0.0
EHA05415_bin.69.fa.gz,58.6,0.69,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.69.fa.gz,,,0.0
EHA05415_bin.9.fa.gz,70.63,0.79,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.9.fa.gz,2192982.0,32244.0,0.0
EHA05415_bin.104.fa.gz,82.21,2.58,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.104.fa.gz,1576293.0,13345.0,0.0
EHA05415_bin.451.fa.gz,81.9,0.05,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.451.fa.gz,2220823.0,22669.0,0.0
EHA05415_bin.207.fa.gz,81.59,1.71,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.207.fa.gz,924981.0,11013.0,0.0
EHA05415_bin.266.fa.gz,88.45,1.61,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.266.fa.gz,1477078.0,160424.0,0.0
EHA05415_bin.352.fa.gz,72.95,1.79,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.352.fa.gz,1491679.0,56064.0,0.0
EHA05415_bin.380.fa.gz,51.95,2.48,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.380.fa.gz,,,0.0
EHA05415_bin.113.fa.gz,78.14,0.56,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.113.fa.gz,1301889.0,26774.0,0.0
EHA05415_bin.193.fa.gz,97.38,3.55,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.193.fa.gz,788778.0,25802.0,0.0
EHA05415_bin.218.fa.gz,93.28,0.08,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.218.fa.gz,2080182.0,39721.0,0.0
EHA05415_bin.212.fa.gz,79.33,5.48,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.212.fa.gz,806673.0,63062.0,0.0
EHA05415_bin.414.fa.gz,94.45,0.26,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.414.fa.gz,3500129.0,45772.0,0.0
EHA05415_bin.179.fa.gz,97.89,0.65,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.179.fa.gz,1956990.0,97186.0,0.0
EHA05415_bin.400.fa.gz,75.8,2.22,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.400.fa.gz,1393203.0,9134.0,0.0
EHA05415_bin.416.fa.gz,100.0,5.13,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.416.fa.gz,1577287.0,41100.0,0.0
EHA05415_bin.445.fa.gz,97.8,0.53,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.445.fa.gz,3116770.0,56641.0,0.0
EHA05415_bin.327.fa.gz,86.77,3.01,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.327.fa.gz,1046817.0,110612.0,0.993332
EHA05415_bin.409.fa.gz,94.53,1.09,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.409.fa.gz,1875335.0,67337.0,0.0
EHA05415_bin.66.fa.gz,75.35,2.72,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.66.fa.gz,2217548.0,35224.0,0.0
EHA05415_bin.342.fa.gz,95.22,1.42,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.342.fa.gz,1596707.0,52623.0,0.0
EHA05415_bin.86.fa.gz,53.91,7.28,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.86.fa.gz,,,0.0
EHA05415_bin.190.fa.gz,79.85,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.190.fa.gz,1714900.0,65111.0,0.0
EHA05415_bin.19.fa.gz,95.25,0.73,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.19.fa.gz,2316261.0,30056.0,0.0
EHA05415_bin.167.fa.gz,96.25,2.61,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.167.fa.gz,1723282.0,46749.0,0.0
EHA05415_bin.226.fa.gz,81.86,1.01,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.226.fa.gz,6239810.0,242037.0,0.0
EHA05415_bin.90.fa.gz,89.52,2.67,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.90.fa.gz,1242611.0,47035.0,0.0
EHA05415_bin.435.fa.gz,58.68,0.97,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.435.fa.gz,,,0.0
EHA05415_bin.377.fa.gz,97.91,0.24,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.377.fa.gz,1280441.0,8655.0,0.0
EHA05415_bin.173.fa.gz,77.14,1.03,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.173.fa.gz,698796.0,41912.0,0.0
EHA05415_bin.16.fa.gz,90.33,2.13,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.16.fa.gz,2795473.0,66232.0,0.0
EHA05415_bin.335.fa.gz,66.76,0.4,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.335.fa.gz,,,0.0
EHA05415_bin.286.fa.gz,73.25,3.14,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.286.fa.gz,1511855.0,25399.0,0.0
EHA05415_bin.27.fa.gz,92.26,6.45,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.27.fa.gz,1914158.0,6160.0,0.0
EHA05415_bin.320.fa.gz,96.71,2.61,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.320.fa.gz,2826865.0,11822.0,0.9784309999999999
EHA05415_bin.79.fa.gz,98.15,2.09,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.79.fa.gz,1333314.0,4602.0,0.0
EHA05415_bin.412.fa.gz,91.62,3.34,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.412.fa.gz,2572466.0,31150.0,0.0
EHA05415_bin.475.fa.gz,53.36,7.85,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.475.fa.gz,,,0.0
EHA05415_bin.425.fa.gz,51.89,3.28,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.425.fa.gz,,,0.0
EHA05415_bin.138.fa.gz,71.09,0.27,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.138.fa.gz,1886007.0,21412.0,0.0
EHA05415_bin.14.fa.gz,80.6,2.51,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.14.fa.gz,2522853.0,6402.0,0.9865085
EHA05415_bin.42.fa.gz,83.47,1.69,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.42.fa.gz,1655812.0,2752.0,0.0
EHA05415_bin.252.fa.gz,85.83,1.36,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.252.fa.gz,2526498.0,102534.0,0.996182
EHA05415_bin.195.fa.gz,95.95,0.77,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.195.fa.gz,1591499.0,38687.0,0.0
EHA05415_bin.35.fa.gz,95.2,0.57,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.35.fa.gz,2034160.0,107593.0,0.0
EHA05415_bin.411.fa.gz,83.81,3.02,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.411.fa.gz,2064568.0,84387.0,0.0
EHA05415_bin.186.fa.gz,86.23,6.01,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.186.fa.gz,1643917.0,84322.0,0.0
EHA05415_bin.17.fa.gz,90.72,0.38,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.17.fa.gz,862196.0,2797.0,0.0
EHA05415_bin.347.fa.gz,98.24,0.03,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.347.fa.gz,1626944.0,25583.0,0.0
EHA05415_bin.208.fa.gz,77.26,3.52,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.208.fa.gz,958653.0,16641.0,0.0
EHA05415_bin.291.fa.gz,97.4,5.16,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.291.fa.gz,1328267.0,6530.0,0.0
nhnw_bin.7.fa.gz,100.0,1.123,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.7.fa.gz,1535436.0,159823.0,0.0
nhnw_bin.61.fa.gz,100.0,0.335,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.61.fa.gz,3015356.0,101866.0,0.0
nhnw_bin.542.fa.gz,100.0,2.247,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.542.fa.gz,2319232.0,47012.0,0.0
nhnw_bin.261.fa.gz,100.0,1.123,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.261.fa.gz,1162500.0,129582.0,0.0
nhnw_bin.580.fa.gz,99.64,8.51,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.580.fa.gz,2436537.0,79908.0,0.0
nhnw_bin.125.fa.gz,99.64,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.125.fa.gz,2021667.0,56066.0,0.0
nhnw_bin.514.fa.gz,99.4,4.391,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.514.fa.gz,1973594.0,69479.0,0.0
nhnw_bin.38.fa.gz,99.36,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.38.fa.gz,1883444.0,73913.0,0.0
nhnw_bin.4.fa.gz,99.32,4.138,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.4.fa.gz,3628139.0,78799.0,0.0
nhnw_bin.107.fa.gz,99.32,0.6709999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.107.fa.gz,2297051.0,96148.0,0.0
nhnw_bin.161.fa.gz,99.27,4.106,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.161.fa.gz,2383490.0,73016.0,0.0
nhnw_bin.419.fa.gz,99.26,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.419.fa.gz,1990165.0,78705.0,0.0
nhnw_bin.159.fa.gz,99.25,0.061,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.159.fa.gz,2360760.0,87851.0,0.0
nhnw_bin.269.fa.gz,99.2,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.269.fa.gz,1660971.0,147982.0,0.0
nhnw_bin.594.fa.gz,99.19,6.194,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.594.fa.gz,1945731.0,18091.0,0.0
nhnw_bin.550.fa.gz,99.19,1.6119999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.550.fa.gz,2071431.0,112050.0,0.0
nhnw_bin.176.fa.gz,99.19,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.176.fa.gz,1594556.0,93547.0,0.0
nhnw_bin.498.fa.gz,99.15,0.92,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.498.fa.gz,2654243.0,82287.0,0.0
nhnw_bin.238.fa.gz,99.15,7.752999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.238.fa.gz,2370570.0,79899.0,0.0
nhnw_bin.173.fa.gz,99.06,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.173.fa.gz,2326211.0,63855.0,0.0
nhnw_bin.516.fa.gz,99.04,1.111,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.516.fa.gz,2726396.0,77376.0,0.0
nhnw_bin.251.fa.gz,98.95,6.207999999999999,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.251.fa.gz,4501347.0,55062.0,0.0
nhnw_bin.445.fa.gz,98.92,1.075,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.445.fa.gz,2182580.0,104121.0,0.0
nhnw_bin.210.fa.gz,98.92,2.688,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.210.fa.gz,2843300.0,53720.0,0.0
